zoneCover,eLength,catching,mPassAcc,agility,discipline,throwOnRun,passBlock,rushBlock,eSalary,releaseLine,iden,injuryProne,salary,dPassAcc,stamina,intelligence,jumping,routeRun,forename,potential,position,loyalty,surname,power,sPassAcc,length,growthType,ambition,ballSecurity,blockShedding,appearance,greed,draftNum,trucking,teamID,tackle,decisions,kickAccuracy,guarantee,eGuarantee,ballStrip,elusiveness,skillMove,age,manCover,burst,rating,draftSeason,vision,speed
29,1,20,6,73,56,6,45,45,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,1520000,6,75,65,72,14,Montravius,6,DE,11,Adams,86,6,1,1,70,49,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",72,92,38,NE,76,65,6,180000,1,79,56,15,25,24,77,1,2016,46,60
90,1,52,10,87,41,15,35,35,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,1360000,10,93,87,81,27,Jamal,9,S,17,Adams,78,15,4,1,5,60,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",11,5,45,SEA,77,87,25,6225000,1,95,88,55,24,82,83,1,2016,80,85
75,1,53,10,82,21,15,35,35,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,750000,10,89,78,90,13,Jahleel,1,S,13,Addae,62,15,1,1,61,62,59,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",3,224,57,LAC,71,78,30,0,1,84,78,54,30,72,77,1,2020,66,72
75,1,55,6,88,92,6,30,30,1,21,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,1530000,6,88,73,90,20,Nasir,1,S,5,Adderley,65,6,2,1,67,63,52,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",30,59,53,LAC,71,73,17,440000,1,73,84,62,23,67,83,1,2018,58,80
49,1,3,6,81,76,6,45,45,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,16960000,6,73,84,74,31,Mario,5,DE,49,Addison,76,6,1,1,45,54,70,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",21,224,35,BUF,81,84,16,4500000,1,72,68,55,32,37,73,1,2010,75,65
66,1,38,65,84,72,65,65,65,1,65,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,3040000,65,95,67,88,53,Paulson,1,CB,39,Adebo,48,65,1,1,56,59,65,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",7,224,36,NO,63,67,65,400000,1,57,82,57,22,69,88,1,2020,49,80
24,1,58,24,89,84,25,35,39,1,60,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,1,15,82,50,83,68,Quincy,3,WR,4,Adeboyejo,56,30,0,1,40,72,22,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",39,224,37,Free Agent,24,50,22,0,1,20,87,67,25,16,87,1,2015,23,87
11,1,1,6,43,78,6,67,67,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,3300000,6,82,72,82,7,Hakeem,9,OT,70,Adeniji,84,6,1,1,17,40,30,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",23,160,10,CIN,36,72,12,50000,1,42,45,10,22,16,67,1,2020,57,45
49,1,8,6,80,55,6,45,45,1,30,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,546667,6,77,57,77,8,Olasunkanmi,6,LB,50,Adeniyi,79,6,3,1,20,49,62,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",79,224,24,PIT,74,57,12,0,1,80,70,58,22,42,75,1,2017,34,63
37,1,8,6,76,81,6,45,45,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,1,6,75,55,80,26,Patrick,1,DE,61,Afriyie,71,6,0,1,89,56,64,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",24,224,43,Free Agent,75,55,12,0,1,76,63,43,24,29,78,1,2017,31,65
22,1,67,33,93,64,38,24,53,1,78,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,8370000,28,85,80,87,82,Nelson,9,WR,85,Agholor,65,38,1,1,76,74,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",75,19,51,NE,21,80,31,1380000,1,15,85,89,27,18,85,1,2014,69,85
31,1,1,6,70,2,6,45,45,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,40,3680000,6,74,64,75,11,McTelvin,8,DE,27,Agim,83,6,1,1,32,40,67,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",73,94,41,DEN,80,64,21,212500,1,79,61,17,22,22,68,1,2020,45,55
62,1,63,35,90,80,25,35,47,1,70,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1700000,30,90,72,86,70,Jamal,1,WR,2,Agnew,60,40,1,1,43,73,56,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",53,148,42,JAX,63,72,17,250000,1,70,89,77,25,64,85,1,2016,57,88
27,1,42,20,84,8,15,48,30,1,46,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,610000,15,85,68,83,53,Salvon,1,RB,76,Ahmed,62,25,1,1,44,85,30,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",49,224,61,MIA,31,68,10,0,1,20,82,73,21,31,87,1,2020,51,83
68,1,35,6,81,81,6,35,35,1,30,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,38,1,6,89,67,84,17,Walt,6,S,50,Aikens,58,6,0,1,63,66,47,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",97,120,30,Free Agent,59,67,25,0,1,69,75,65,29,66,80,1,2013,49,80
53,1,77,20,91,91,24,36,48,1,78,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,2110000,15,84,81,95,79,Brandon,1,WR,21,Aiyuk,65,25,1,1,95,72,50,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",85,24,62,SAN,49,81,13,2607500,1,50,87,81,22,48,87,1,2020,71,85
16,1,43,43,93,78,55,57,39,1,53,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,3730000,41,86,76,86,53,Cam,11,RB,85,Akers,73,47,1,1,79,88,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",97,51,80,LAR,28,76,20,607500,1,27,84,80,21,12,90,1,2020,63,83
31,1,1,6,72,91,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,46,1,6,73,54,80,10,Freedom ,6,DT,67,Akinmoladun,75,6,0,1,23,28,66,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",41,224,25,Free Agent,76,54,25,0,1,80,60,13,24,23,80,1,2018,29,57
14,1,77,27,74,69,30,56,59,1,64,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,853333,22,83,77,84,67,Jordan,2,TE,51,Akins,76,36,3,1,52,72,25,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",72,97,70,HOU,28,77,12,190000,1,15,72,70,28,12,78,1,2017,65,72
55,1,28,6,77,89,6,45,45,1,18,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,845000,6,79,56,80,13,Azeez,4,LB,70,Al-Shaair,67,6,2,1,27,46,67,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",56,224,37,SAN,80,56,20,10000,1,83,70,33,23,48,78,1,2018,32,70
56,1,22,35,81,40,15,45,45,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,860000,30,85,55,86,9,Otaro,2,LB,8,Alaka,75,40,2,1,9,60,71,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",42,224,45,BAL,81,55,12,5000,1,80,70,35,24,48,82,1,2018,31,67
69,1,23,6,82,46,6,35,35,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,6,91,70,87,13,Maurice,1,LB,99,Alexander,71,6,0,1,8,60,60,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",50,105,49,Free Agent,75,70,22,0,1,89,72,52,29,59,82,1,2013,54,78
62,1,23,6,82,81,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,1,6,79,68,82,8,D.J.,8,LB,10,Alexander,69,6,0,1,20,59,57,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",21,163,42,Free Agent,78,68,19,0,1,76,72,55,28,56,83,1,2014,51,77
76,1,32,6,87,28,6,10,16,1,27,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,1,6,90,81,88,18,Mackensie,9,CB,72,Alexander,59,6,0,1,30,57,60,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",77,54,28,Free Agent,64,81,17,0,1,60,90,69,26,80,83,1,2015,71,82
62,1,45,6,82,61,6,35,35,1,22,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1,6,89,60,83,16,Adonis,2,CB,14,Alexander,61,6,0,1,65,59,45,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",2,160,25,Free Agent,55,60,13,0,1,50,82,66,23,66,83,1,2016,38,78
74,1,47,6,84,56,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,1,6,83,80,86,8,Kwon,6,LB,60,Alexander,79,6,0,1,60,50,73,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",24,120,50,Free Agent,81,80,20,0,1,86,80,56,26,67,83,1,2014,69,78
94,1,50,6,94,43,6,35,35,1,14,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,34,1736667,6,95,96,84,16,Jaire,5,CB,88,Alexander,60,6,3,1,52,62,54,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",47,17,25,GB,58,96,13,1710000,1,62,97,76,23,96,88,1,2017,94,88
74,1,55,6,89,0,6,35,35,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,1,6,92,70,93,13,Robert,11,CB,14,Alford,59,6,0,1,42,64,57,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",48,59,29,Free Agent,55,70,14,0,1,50,86,77,31,72,87,1,2012,54,85
13,1,73,10,75,26,10,63,67,1,68,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,14,750000,6,78,78,85,65,Mo,1,TE,30,Alie-Cox,70,15,1,1,7,72,19,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",54,118,66,IND,28,78,14,0,1,12,69,54,26,10,75,1,2017,66,68
12,1,1,6,66,95,6,68,67,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1270000,6,81,75,73,7,Nick,1,OG,28,Allegretti,83,6,2,1,20,40,31,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",7,193,25,KC,41,75,17,23333,1,35,56,11,24,12,63,1,2018,62,37
80,1,58,6,89,65,6,35,35,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,760000,6,94,81,85,13,Ricardo,11,S,29,Allen,55,6,1,1,12,65,60,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",42,134,20,CIN,66,81,17,0,1,83,87,75,28,77,82,1,2013,71,80
18,1,1,69,80,42,74,17,16,1,19,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,10,750000,70,65,65,70,17,Brandon,9,QB,4,Allen,82,78,1,1,94,59,21,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",75,185,29,CIN,24,65,20,0,1,11,78,28,27,12,68,1,2015,46,62
18,1,1,84,85,60,94,14,17,1,18,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,2566667,87,84,86,90,17,Josh,8,QB,21,Allen,99,88,3,1,68,57,23,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",1,6,73,BUF,32,86,14,3370000,1,11,82,62,24,12,80,1,2017,78,77
60,1,43,6,92,13,6,35,35,1,20,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,750000,6,87,50,83,18,Brian,1,CB,19,Allen,70,6,1,1,53,59,49,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",97,156,27,CLE,47,50,17,0,1,68,84,65,26,64,88,1,2015,23,85
26,1,93,28,92,69,31,45,59,1,95,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,59600000,21,95,96,92,92,Keenan,6,WR,16,Allen,72,35,1,1,89,80,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",24,77,71,LAC,34,96,20,6630000,1,15,89,84,28,15,85,1,2012,94,82
46,1,17,6,75,30,6,49,50,1,28,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1580000,6,77,72,78,25,Zach,1,DE,87,Allen,83,6,2,1,71,42,73,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",94,64,47,ARI,79,72,12,283333,1,80,66,32,23,34,73,1,2018,57,57
60,1,55,6,83,80,6,45,45,1,44,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,1000000,6,81,77,81,41,Josh,12,DE,67,Allen,82,6,2,1,13,67,73,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",89,6,51,JAX,83,77,17,5703333,1,82,72,48,23,52,80,1,2018,65,77
55,1,12,6,85,81,6,45,45,1,16,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,590000,6,88,51,83,10,Dakota,9,LB,0,Allen,73,6,1,1,16,44,69,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",34,228,49,JAX,80,51,20,0,1,81,71,51,24,49,77,1,2018,25,67
12,1,1,6,63,69,6,59,60,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,50,1,6,81,53,75,8,Dejon,1,OG,38,Allen,84,6,0,1,3,42,39,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",27,224,25,Free Agent,45,53,11,0,1,43,53,10,26,12,67,1,2017,28,55
27,1,1,30,62,14,20,14,15,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,10,1,25,80,53,65,15,Ryan,6,P,18,Allen,91,30,0,1,26,35,10,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",29,224,10,Free Agent,29,53,72,0,1,12,51,10,30,16,67,1,2012,28,50
24,1,1,6,73,10,6,53,60,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,22,1,6,66,73,76,8,Beau,7,DT,10,Allen,88,6,0,1,82,40,68,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",93,200,20,Free Agent,82,73,11,0,1,74,62,10,28,20,57,1,2013,58,32
29,1,1,6,72,96,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,38,1382500,6,75,91,74,5,Jonathan,15,DT,3,Allen,93,6,4,1,0,40,82,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",10,16,28,WAS,91,91,8,4700000,1,80,54,30,25,24,72,1,2016,86,53
18,1,1,80,75,0,75,17,16,1,19,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,18,680000,76,71,70,71,17,Kyle,1,QB,45,Allen,85,83,1,1,37,56,21,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",38,224,27,WAS,28,70,15,0,1,11,79,73,24,12,75,1,2017,54,70
14,1,1,6,58,44,6,71,72,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,820000,6,82,68,67,8,Brian,1,C,94,Allen,83,6,3,1,96,27,19,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",11,106,20,LAR,31,68,15,170000,1,20,47,10,24,12,58,1,2017,51,37
66,1,28,10,79,86,10,35,35,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,660000,10,91,62,88,13,Marcus,6,S,97,Allen,57,10,1,1,83,57,59,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",66,138,27,PIT,72,62,10,0,1,86,79,51,24,60,83,1,2017,42,75
21,1,72,10,83,69,10,35,58,1,77,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,750000,6,82,74,86,76,Geronimo,5,WR,35,Allison,68,15,1,1,48,72,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",9,224,61,DET,38,74,41,140000,1,12,81,72,26,13,80,1,2015,60,78
64,1,60,6,82,88,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,6,96,74,75,7,Kiko,1,QB,19,Alonso,29,6,0,1,44,57,67,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",74,45,48,Free Agent,84,74,19,0,1,85,73,35,30,53,75,1,2012,60,67
29,1,1,6,69,74,6,45,45,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1760000,6,67,93,75,5,Tyson,15,DT,27,Alualu,87,6,1,1,0,35,82,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",65,9,22,PIT,85,93,30,590000,1,84,62,10,33,21,70,1,2009,89,53
77,1,47,20,84,13,21,35,35,1,25,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1260000,17,87,66,82,27,Ugo,1,CB,11,Amadi,62,25,2,1,27,64,54,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",31,125,44,SEA,71,66,20,160000,1,75,86,63,23,74,82,1,2018,48,80
20,1,78,33,86,32,10,24,58,1,80,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,32,93,86,76,82,Danny,5,WR,98,Amendola,52,36,0,1,94,73,35,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",60,224,44,Free Agent,25,86,24,0,1,15,81,80,34,14,82,1,2007,78,75
15,1,1,6,65,59,6,66,61,1,14,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,42,1,6,83,56,81,10,Kofi,7,OG,48,Amichia,89,6,0,1,22,22,20,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",0,187,24,Free Agent,30,56,25,0,1,35,48,14,26,12,70,1,2015,32,55
88,1,48,10,84,59,15,35,35,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,12000000,10,88,90,85,13,Adrian,2,S,59,Amos,72,15,2,1,61,65,66,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",68,133,40,GB,73,90,25,2750000,1,86,86,55,27,80,85,1,2014,85,87
75,1,42,6,89,32,6,35,35,1,35,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,1,6,92,85,89,11,Prince,5,CB,95,Amukamara,70,6,0,1,21,66,53,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",99,18,35,Free Agent,60,85,15,0,1,65,86,80,31,72,83,1,2010,77,82
40,1,1,6,73,88,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,30,3300000,6,87,68,77,7,Bradlee,8,DE,4,Anae,79,6,1,1,94,36,64,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",84,161,32,DAL,73,68,18,57500,1,79,67,28,22,27,75,1,2020,51,60
15,1,1,6,57,18,6,63,62,1,13,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,36,3300000,6,89,66,63,8,Tremayne,9,C,23,Anchrum Jr,84,10,1,1,66,25,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",12,227,29,LAR,24,66,13,17500,1,30,50,13,22,12,62,1,2020,48,40
15,1,1,6,73,19,6,61,61,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,590000,6,83,57,76,7,Calvin,7,OT,87,Anderson,83,6,1,1,42,33,15,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",5,224,31,DEN,30,57,22,0,1,44,58,19,24,12,67,1,2018,34,37
21,1,65,50,82,53,49,62,58,1,65,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,660000,39,81,54,89,61,Stephen,3,TE,58,Anderson,74,54,1,1,5,69,46,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",28,224,60,LAC,35,54,19,0,1,25,81,62,27,14,82,1,2015,29,73
65,1,30,6,77,17,6,45,56,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,26,760000,6,83,66,71,12,Ryan,3,DE,85,Anderson,82,6,1,1,42,55,63,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",14,48,43,NYG,84,66,15,0,1,83,66,41,26,56,73,1,2016,48,68
22,1,43,15,86,52,15,48,34,1,55,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,1,10,79,59,85,56,Rodney,4,RB,2,Anderson,76,20,0,1,44,89,29,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",49,198,77,Free Agent,31,59,16,0,1,29,82,68,23,15,83,1,2018,37,82
36,1,43,15,87,5,10,43,40,1,55,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,6,1,10,82,56,86,53,Jet,7,RB,52,Anderson,66,20,0,1,89,87,36,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",82,224,71,Free Agent,40,56,14,0,1,40,86,72,22,28,83,1,2020,32,77
17,1,38,16,78,96,16,48,30,1,46,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,28,1,10,83,56,76,45,Bruce,2,RB,6,Anderson,73,22,0,1,73,85,28,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",49,224,77,Free Agent,36,56,20,0,1,30,77,72,23,14,83,1,2018,32,77
25,1,87,10,84,47,10,35,45,1,87,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,70,8500000,6,85,92,86,88,Robby,6,WR,82,Anderson,59,15,1,1,84,76,26,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",67,224,46,CAR,21,92,11,5750000,1,12,85,77,27,20,87,1,2015,88,90
29,1,7,6,72,81,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,32,5370000,6,74,75,74,5,Henry,10,DE,44,Anderson,86,6,1,1,50,45,79,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",55,92,44,NE,85,75,25,1190000,1,76,63,10,29,25,70,1,2014,62,53
19,1,17,6,71,20,6,45,45,1,15,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,44,760000,6,68,46,74,10,Abdullah,1,DE,8,Anderson,90,6,1,1,25,35,64,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",16,224,35,PIT,79,46,14,0,1,81,58,10,24,11,68,1,2017,17,47
15,1,1,6,69,34,6,61,70,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,16,750000,6,87,57,73,7,Josh,11,C,68,Andrews,83,6,1,1,18,40,28,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",69,224,10,NYJ,35,57,25,0,1,55,51,10,29,12,68,1,2013,34,48
15,1,1,6,57,31,6,85,88,1,12,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,20,10770000,6,88,93,74,7,David,8,C,58,Andrews,87,6,1,1,48,22,40,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",12,224,26,NE,38,93,20,2390000,1,37,53,10,28,13,72,1,2014,89,45
15,1,77,10,80,37,10,53,65,1,79,34A38A69-7292-400C-ACAE-6C6F70AFDE3A,24,873333,5,94,96,88,81,Mark,1,TE,48,Andrews,79,15,3,1,0,72,28,"[""Head3"",""Eyes3"",""Hair4Black"",""Beard3Black""]",91,85,71,BAL,27,96,10,200000,1,25,75,68,24,12,83,1,2017,94,77
